polarity,homeless_trend
0.8519,-9
0.8519,-9
0.8519,-9
0.8519,-9
0.5777,2024
0.5777,2024
0.5777,2024
0.5777,2024
0.765,-9
0.765,-9
0.765,-9
0.765,-9
0.6611,2024
0.6611,2024
0.6611,2024
0.6611,2024
0.5859,-9
0.5859,-9
0.5859,-9
0.5859,-9
0.765,-9
0.765,-9
0.765,-9
0.765,-9
0.6124,48
0.6124,48
0.6124,48
0.6467,-403
0.6467,-403
0.6467,-403
0.6115,-9
0.6115,-9
0.6115,-9
0.8442,47
0.8442,47
0.8442,47
0.8442,47
0.743,10
0.743,10
0.743,10
0.743,10
0.6369,368
0.6369,368
0.6369,368
0.6369,368
0.5106,-9
0.5106,-9
0.5106,-9
0.5106,-9
0.5859,-6
0.5859,-6
0.5859,-6
0.5859,-6
0.5859,-9
0.5859,-9
0.5859,-9
0.5859,-9
0.5562,-140
0.5562,-140
0.5562,-140
0.5562,-140
0.5556,1624
0.5556,1624
0.5556,1624
0.5556,1624
0.8555,48
0.8555,48
0.8555,48
0.8555,48
0.5983,55
0.5983,55
0.5983,55
0.5983,55
0.765,2024
0.765,2024
0.765,2024
0.765,2024
0.8143,4
0.8143,4
0.8143,4
0.8143,4
0.5267,2024
0.5267,2024
0.5267,2024
0.5267,2024
0.6467,-9
0.6467,-9
0.6467,-9
0.6467,-9
0.5859,-140
0.5859,-140
0.5859,-140
0.5859,-140
0.5859,426
0.5859,426
0.5859,426
0.5859,426
0.8555,2024
0.8555,2024
0.8555,2024
0.8555,2024
0.5267,48
0.5267,48
0.5267,48
0.5267,48
0.6808,426
0.6808,426
0.6808,426
0.6808,426
0.5141,10
0.5141,10
0.5141,10
0.5141,10
0.7964,179
0.7964,179
0.7964,179
0.7964,179
0.5719,2582
0.5719,2582
0.5719,2582
0.5719,2582
0.6369,368
0.6369,368
0.6369,368
0.6369,368
0.6249,189
0.6249,189
0.6249,189
0.6249,189
0.7003,44
0.7003,44
0.7003,44
0.7003,44
0.8955,1624
0.8955,1624
0.8955,1624
0.8955,1624
0.717,-9
0.717,-9
0.717,-9
0.717,-9
0.5267,427
0.5267,427
0.5267,427
0.5267,427
0.5542,3129
0.5542,3129
0.5542,3129
0.5542,3129
0.6249,426
0.6249,426
0.6249,426
0.6249,426
0.6633,179
0.6633,179
0.6633,179
0.6633,179
0.5267,368
0.5267,368
0.5267,368
0.5267,368
0.7269,-1215
0.7269,-1215
0.7269,-1215
0.7269,-1215
0.6988,42
0.6988,42
0.6988,42
0.6988,42
0.5994,2024
0.5994,2024
0.5994,2024
0.5994,2024
0.8225,368
0.8225,368
0.8225,368
0.8225,368
0.5859,2024
0.5859,2024
0.5859,2024
0.5859,2024
0.6633,179
0.6633,179
0.6633,179
0.6633,179
0.6696,2024
0.6696,2024
0.6696,2024
0.6696,2024
0.5719,16
0.5719,16
0.5719,16
0.5719,16
0.6249,-9
0.6249,-9
0.6249,-9
0.6249,-9
0.7964,-9
0.7964,-9
0.7964,-9
0.7964,-9
0.6633,1624
0.6633,1624
0.6633,1624
0.6633,1624
0.5562,-9
0.5562,-9
0.5562,-9
0.5562,-9
0.6369,10
0.6369,10
0.6369,10
0.6369,10
0.7633,10
0.7633,10
0.7633,10
0.7633,10
0.75,115
0.75,115
0.75,115
0.75,115
0.8827,368
0.8827,368
0.8827,368
0.8827,368
0.6369,2024
0.6369,2024
0.6369,2024
0.6369,2024
0.8439,10
0.8439,10
0.8439,10
0.8439,10
0.7125,-9
0.7125,-9
0.7125,-9
0.7125,-9
0.7088,10
0.7088,10
0.7088,10
0.7088,10
0.7269,179
0.7269,179
0.7269,179
0.7269,179
0.7777,179
0.7777,179
0.7777,179
0.7777,179
0.7574,2024
0.7574,2024
0.7574,2024
0.7574,2024
0.5719,2582
0.5719,2582
0.5719,2582
0.5719,2582
0.7184,120
0.7184,120
0.7184,120
0.7184,120
0.83,115
0.83,115
0.83,115
0.83,115
0.8225,-9
0.8225,-9
0.8225,-9
0.8225,-9
0.7906,-9
0.7906,-9
0.7906,-9
0.7906,-9
0.6696,-9
0.6696,-9
0.6696,-9
0.6696,-9
0.5859,1624
0.5859,1624
0.5859,1624
0.9195,-9
0.9195,-9
0.9195,-9
0.7269,136
0.7269,136
0.7269,136
0.6597,368
0.6597,368
0.6597,368
0.5994,-9
0.5994,-9
0.5994,-9
0.5093,-9
0.5093,-9
0.5093,-9
0.7906,189
0.7906,189
0.7906,189
0.8494,2024
0.8494,2024
0.8494,2024
0.7269,2024
0.7269,2024
0.7269,2024
0.8384,368
0.8384,368
0.8384,368
0.5719,2024
0.5719,2024
0.5719,2024
0.9231,42
0.9231,42
0.9231,42
0.5719,107
0.5719,107
0.5719,107
0.5423,-9
0.5423,-9
0.5423,-9
0.5994,2024
0.5994,2024
0.5994,2024
0.6369,-9
0.6369,-9
0.6369,-9
0.8689,2024
0.8689,2024
0.8689,2024
0.8625,-2
0.8625,-2
0.8625,-2
0.5719,368
0.5719,368
0.5719,368
0.765,-9
0.765,-9
0.765,-9
